Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","670","Saint Vincent and the Grenadines","5312","Area harvested","01312","Bananas","2020","2020","ha","6167","I","Imputed value"
"QCL","Crops and livestock products","670","Saint Vincent and the Grenadines","5419","Yield","01312","Bananas","2020","2020","hg/ha","98915","E","Estimated value"
"QCL","Crops and livestock products","670","Saint Vincent and the Grenadines","5510","Production","01312","Bananas","2020","2020","tonnes","61001","I","Imputed value"
"QCL","Crops and livestock products","670","Saint Vincent and the Grenadines","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","140","I","Imputed value"
"QCL","Crops and livestock products","670","Saint Vincent and the Grenadines","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","378857","E","Estimated value"
"QCL","Crops and livestock products","670","Saint Vincent and the Grenadines","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","5304","I","Imputed value"
"QCL","Crops and livestock products","882","Samoa","5312","Area harvested","01312","Bananas","2020","2020","ha","3109","I","Imputed value"
"QCL","Crops and livestock products","882","Samoa","5419","Yield","01312","Bananas","2020","2020","hg/ha","75278","E","Estimated value"
"QCL","Crops and livestock products","882","Samoa","5510","Production","01312","Bananas","2020","2020","tonnes","23404","I","Imputed value"
"QCL","Crops and livestock products","678","Sao Tome and Principe","5312","Area harvested","01312","Bananas","2020","2020","ha","198","I","Imputed value"
"QCL","Crops and livestock products","678","Sao Tome and Principe","5419","Yield","01312","Bananas","2020","2020","hg/ha","256465","E","Estimated value"
"QCL","Crops and livestock products","678","Sao Tome and Principe","5510","Production","01312","Bananas","2020","2020","tonnes","5078","I","Imputed value"
"QCL","Crops and livestock products","678","Sao Tome and Principe","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","4068","I","Imputed value"
"QCL","Crops and livestock products","678","Sao Tome and Principe","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","99887","E","Estimated value"
"QCL","Crops and livestock products","678","Sao Tome and Principe","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","40634","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","01312","Bananas","2020","2020","ha","1416","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","01312","Bananas","2020","2020","hg/ha","257768","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","01312","Bananas","2020","2020","tonnes","36500","A","Official figure"
"QCL","Crops and livestock products","690","Seychelles","5312","Area harvested","01312","Bananas","2020","2020","ha","99","I","Imputed value"
"QCL","Crops and livestock products","690","Seychelles","5419","Yield","01312","Bananas","2020","2020","hg/ha","201515","E","Estimated value"
"QCL","Crops and livestock products","690","Seychelles","5510","Production","01312","Bananas","2020","2020","tonnes","1995","I","Imputed value"
"QCL","Crops and livestock products","694","Sierra Leone","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","8199","E","Estimated value"
"QCL","Crops and livestock products","694","Sierra Leone","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","54877","E","Estimated value"
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","44994","E","Estimated value"
"QCL","Crops and livestock products","702","Singapore","5312","Area harvested","01312","Bananas","2020","2020","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","702","Singapore","5510","Production","01312","Bananas","2020","2020","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","703","Slovakia","5312","Area harvested","01312","Bananas","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","703","Slovakia","5510","Production","01312","Bananas","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","705","Slovenia","5312","Area harvested","01312","Bananas","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","705","Slovenia","5510","Production","01312","Bananas","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","090","Solomon Islands","5312","Area harvested","01312","Bananas","2020","2020","ha","136","E","Estimated value"
"QCL","Crops and livestock products","090","Solomon Islands","5419","Yield","01312","Bananas","2020","2020","hg/ha","23382","E","Estimated value"
"QCL","Crops and livestock products","090","Solomon Islands","5510","Production","01312","Bananas","2020","2020","tonnes","318","I","Imputed value"
"QCL","Crops and livestock products","706","Somalia","5312","Area harvested","01312","Bananas","2020","2020","ha","1350","E","Estimated value"
"QCL","Crops and livestock products","706","Somalia","5419","Yield","01312","Bananas","2020","2020","hg/ha","170556","E","Estimated value"
"QCL","Crops and livestock products","706","Somalia","5510","Production","01312","Bananas","2020","2020","tonnes","23025","E","Estimated value"
"QCL","Crops and livestock products","710","South Africa","5312","Area harvested","01312","Bananas","2020","2020","ha","6504","I","Imputed value"
"QCL","Crops and livestock products","710","South Africa","5419","Yield","01312","Bananas","2020","2020","hg/ha","618120","E","Estimated value"
"QCL","Crops and livestock products","710","South Africa","5510","Production","01312","Bananas","2020","2020","tonnes","402025","I","Imputed value"
"QCL","Crops and livestock products","728","South Sudan","5312","Area harvested","01312","Bananas","2020","2020","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","728","South Sudan","5510","Production","01312","Bananas","2020","2020","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","724","Spain","5312","Area harvested","01312","Bananas","2020","2020","ha","9100","A","Official figure"
"QCL","Crops and livestock products","724","Spain","5419","Yield","01312","Bananas","2020","2020","hg/ha","461692","E","Estimated value"
"QCL","Crops and livestock products","724","Spain","5510","Production","01312","Bananas","2020","2020","tonnes","420140","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","50243","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","194146","E","Estimated value"
"QCL","Crops and livestock products","144","Sri Lanka","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","975450","A","Official figure"
"QCL","Crops and livestock products","729","Sudan","5312","Area harvested","01312","Bananas","2020","2020","ha","47000","A","Official figure"
"QCL","Crops and livestock products","729","Sudan","5419","Yield","01312","Bananas","2020","2020","hg/ha","196583","E","Estimated value"
"QCL","Crops and livestock products","729","Sudan","5510","Production","01312","Bananas","2020","2020","tonnes","923938","A","Official figure"
"QCL","Crops and livestock products","740","Suriname","5312","Area harvested","01312","Bananas","2020","2020","ha","1676","I","Imputed value"
"QCL","Crops and livestock products","740","Suriname","5419","Yield","01312","Bananas","2020","2020","hg/ha","289147","E","Estimated value"
"QCL","Crops and livestock products","740","Suriname","5510","Production","01312","Bananas","2020","2020","tonnes","48461","I","Imputed value"
"QCL","Crops and livestock products","740","Suriname","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","454","I","Imputed value"
"QCL","Crops and livestock products","740","Suriname","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","322709","E","Estimated value"
"QCL","Crops and livestock products","740","Suriname","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","14651","I","Imputed value"
"QCL","Crops and livestock products","752","Sweden","5312","Area harvested","01312","Bananas","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","752","Sweden","5510","Production","01312","Bananas","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5312","Area harvested","01312","Bananas","2020","2020","ha","4","A","Official figure"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5419","Yield","01312","Bananas","2020","2020","hg/ha","362500","E","Estimated value"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","01312","Bananas","2020","2020","tonnes","145","A","Official figure"
"QCL","Crops and livestock products","764","Thailand","5312","Area harvested","01312","Bananas","2020","2020","ha","62650","A","Official figure"
"QCL","Crops and livestock products","764","Thailand","5419","Yield","01312","Bananas","2020","2020","hg/ha","217186","E","Estimated value"
"QCL","Crops and livestock products","764","Thailand","5510","Production","01312","Bananas","2020","2020","tonnes","1360670","A","Official figure"
"QCL","Crops and livestock products","626","Timor-Leste","5312","Area harvested","01312","Bananas","2020","2020","ha","640","E","Estimated value"
"QCL","Crops and livestock products","626","Timor-Leste","5419","Yield","01312","Bananas","2020","2020","hg/ha","6797","E","Estimated value"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","01312","Bananas","2020","2020","tonnes","435","E","Estimated value"
"QCL","Crops and livestock products","768","Togo","5312","Area harvested","01312","Bananas","2020","2020","ha","2018","E","Estimated value"
"QCL","Crops and livestock products","768","Togo","5419","Yield","01312","Bananas","2020","2020","hg/ha","120902","E","Estimated value"
"QCL","Crops and livestock products","768","Togo","5510","Production","01312","Bananas","2020","2020","tonnes","24398","E","Estimated value"
"QCL","Crops and livestock products","772","Tokelau","5312","Area harvested","01312","Bananas","2020","2020","ha","5","I","Imputed value"
"QCL","Crops and livestock products","772","Tokelau","5419","Yield","01312","Bananas","2020","2020","hg/ha","32000","E","Estimated value"
"QCL","Crops and livestock products","772","Tokelau","5510","Production","01312","Bananas","2020","2020","tonnes","16","I","Imputed value"
"QCL","Crops and livestock products","776","Tonga","5312","Area harvested","01312","Bananas","2020","2020","ha","583","E","Estimated value"
"QCL","Crops and livestock products","776","Tonga","5419","Yield","01312","Bananas","2020","2020","hg/ha","14597","E","Estimated value"
"QCL","Crops and livestock products","776","Tonga","5510","Production","01312","Bananas","2020","2020","tonnes","851","E","Estimated value"
"QCL","Crops and livestock products","776","Tonga","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","252","I","Imputed value"
"QCL","Crops and livestock products","776","Tonga","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","95516","E","Estimated value"
"QCL","Crops and livestock products","776","Tonga","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","2407","E","Estimated value"
"QCL","Crops and livestock products","780","Trinidad and Tobago","5312","Area harvested","01312","Bananas","2020","2020","ha","1020","E","Estimated value"
"QCL","Crops and livestock products","780","Trinidad and Tobago","5419","Yield","01312","Bananas","2020","2020","hg/ha","33618","E","Estimated value"
"QCL","Crops and livestock products","780","Trinidad and Tobago","5510","Production","01312","Bananas","2020","2020","tonnes","3429","E","Estimated value"
"QCL","Crops and livestock products","780","Trinidad and Tobago","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","1500","I","Imputed value"
"QCL","Crops and livestock products","780","Trinidad and Tobago","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","35513","E","Estimated value"
"QCL","Crops and livestock products","780","Trinidad and Tobago","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","5327","I","Imputed value"
"QCL","Crops and livestock products","792","Türkiye","5312","Area harvested","01312","Bananas","2020","2020","ha","11154","A","Official figure"
"QCL","Crops and livestock products","792","Türkiye","5419","Yield","01312","Bananas","2020","2020","hg/ha","652800","E","Estimated value"
"QCL","Crops and livestock products","792","Türkiye","5510","Production","01312","Bananas","2020","2020","tonnes","728133","A","Official figure"
"QCL","Crops and livestock products","798","Tuvalu","5510","Production","01312","Bananas","2020","2020","tonnes","288","I","Imputed value"
"QCL","Crops and livestock products","800","Uganda","5312","Area harvested","01312","Bananas","2020","2020","ha","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","800","Uganda","5510","Production","01312","Bananas","2020","2020","tonnes","","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","800","Uganda","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","1772042","I","Imputed value"
"QCL","Crops and livestock products","800","Uganda","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","41769","E","Estimated value"
"QCL","Crops and livestock products","800","Uganda","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","7401579","I","Imputed value"
"QCL","Crops and livestock products","784","United Arab Emirates","5312","Area harvested","01312","Bananas","2020","2020","ha","6","I","Imputed value"
"QCL","Crops and livestock products","784","United Arab Emirates","5419","Yield","01312","Bananas","2020","2020","hg/ha","423333","E","Estimated value"
"QCL","Crops and livestock products","784","United Arab Emirates","5510","Production","01312","Bananas","2020","2020","tonnes","254","I","Imputed value"
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","01312","Bananas","2020","2020","ha","323389","I","Imputed value"
"QCL","Crops and livestock products","834","United Republic of Tanzania","5419","Yield","01312","Bananas","2020","2020","hg/ha","105738","E","Estimated value"
"QCL","Crops and livestock products","834","United Republic of Tanzania","5510","Production","01312","Bananas","2020","2020","tonnes","3419436","I","Imputed value"
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","303265","I","Imputed value"
"QCL","Crops and livestock products","834","United Republic of Tanzania","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","19112","E","Estimated value"
"QCL","Crops and livestock products","834","United Republic of Tanzania","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","579589","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01312","Bananas","2020","2020","ha","327","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2020","2020","hg/ha","89755","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","01312","Bananas","2020","2020","tonnes","2935","I","Imputed value"
"QCL","Crops and livestock products","548","Vanuatu","5312","Area harvested","01312","Bananas","2020","2020","ha","1619","E","Estimated value"
"QCL","Crops and livestock products","548","Vanuatu","5419","Yield","01312","Bananas","2020","2020","hg/ha","102767","E","Estimated value"
"QCL","Crops and livestock products","548","Vanuatu","5510","Production","01312","Bananas","2020","2020","tonnes","16638","E","Estimated value"
"QCL","Crops and livestock products","862","Venezuela (Bolivarian Republic of)","5312","Area harvested","01312","Bananas","2020","2020","ha","50213","I","Imputed value"
"QCL","Crops and livestock products","862","Venezuela (Bolivarian Republic of)","5419","Yield","01312","Bananas","2020","2020","hg/ha","176091","E","Estimated value"
"QCL","Crops and livestock products","862","Venezuela (Bolivarian Republic of)","5510","Production","01312","Bananas","2020","2020","tonnes","884207","I","Imputed value"
"QCL","Crops and livestock products","862","Venezuela (Bolivarian Republic of)","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","62414","I","Imputed value"
"QCL","Crops and livestock products","862","Venezuela (Bolivarian Republic of)","5419","Yield","01313","Plantains and cooking bananas","2020","2020","hg/ha","115519","E","Estimated value"
"QCL","Crops and livestock products","862","Venezuela (Bolivarian Republic of)","5510","Production","01313","Plantains and cooking bananas","2020","2020","tonnes","720998","I","Imputed value"
"QCL","Crops and livestock products","704","Viet Nam","5312","Area harvested","01312","Bananas","2020","2020","ha","131861","A","Official figure"
"QCL","Crops and livestock products","704","Viet Nam","5419","Yield","01312","Bananas","2020","2020","hg/ha","166189","E","Estimated value"
"QCL","Crops and livestock products","704","Viet Nam","5510","Production","01312","Bananas","2020","2020","tonnes","2191379","A","Official figure"
"QCL","Crops and livestock products","887","Yemen","5312","Area harvested","01312","Bananas","2020","2020","ha","9465","I","Imputed value"
"QCL","Crops and livestock products","887","Yemen","5419","Yield","01312","Bananas","2020","2020","hg/ha","124444","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","01312","Bananas","2020","2020","tonnes","117786","I","Imputed value"
"QCL","Crops and livestock products","894","Zambia","5312","Area harvested","01312","Bananas","2020","2020","ha","154","I","Imputed value"
"QCL","Crops and livestock products","894","Zambia","5419","Yield","01312","Bananas","2020","2020","hg/ha","45195","E","Estimated value"
"QCL","Crops and livestock products","894","Zambia","5510","Production","01312","Bananas","2020","2020","tonnes","696","I","Imputed value"
"QCL","Crops and livestock products","716","Zimbabwe","5312","Area harvested","01312","Bananas","2020","2020","ha","24170","I","Imputed value"
"QCL","Crops and livestock products","716","Zimbabwe","5419","Yield","01312","Bananas","2020","2020","hg/ha","81445","E","Estimated value"
"QCL","Crops and livestock products","716","Zimbabwe","5510","Production","01312","Bananas","2020","2020","tonnes","196853","I","Imputed value"
